Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V)
43610,-13.28,0.00,14.47,13.92,145,2596,0.00,35.50,5.54,97,0.00,5.37,-9.43,15.36,1.98,0.00,-3.25,6.27,0.76
43854,-14.84,0.00,14.36,13.92,145,2590,0.00,35.50,5.52,97,0.00,5.22,-9.58,15.11,1.96,0.00,-3.25,6.27,0.76
44100,-14.06,0.00,14.59,13.92,145,2586,0.00,35.50,5.52,97,0.00,5.22,-9.58,15.06,1.98,0.00,-3.25,6.27,0.76
44348,-14.06,0.00,14.59,13.92,145,2586,0.00,35.50,5.54,97,0.00,5.22,-9.58,15.23,1.98,0.00,-3.25,6.67,0.76
44592,-12.50,0.00,14.70,14.00,145,2593,0.00,36.00,5.53,97,0.00,5.37,-9.43,15.41,1.98,0.00,-3.56,6.67,0.76
44836,-12.50,0.00,14.59,14.00,145,2598,0.00,36.50,5.54,97,0.00,5.37,-9.43,15.84,2.00,0.00,-3.25,6.67,0.76
45079,-12.50,0.00,14.70,14.00,145,2600,0.00,36.50,6.06,97,0.00,5.66,-9.14,16.20,2.02,0.00,-3.25,7.06,0.78
45322,-10.94,0.00,14.81,14.00,145,2606,0.00,37.50,6.11,97,0.00,5.66,-9.00,16.82,2.04,0.00,-3.25,7.45,0.78
45567,-10.94,0.00,14.59,14.00,145,2606,0.00,38.00,6.11,97,0.00,5.80,-9.00,17.09,2.04,0.00,-2.94,7.45,0.80
45810,-10.94,0.00,14.59,14.00,145,2604,0.00,38.00,6.11,97,0.00,5.95,-8.85,17.50,2.06,0.00,-2.94,7.84,0.80
46054,-11.72,0.00,14.47,14.00,145,2628,0.00,38.00,6.14,97,0.00,5.95,-8.85,17.69,2.06,0.00,-2.94,7.84,0.80
46298,-11.72,0.00,14.36,14.00,145,2620,0.00,38.00,6.15,97,0.00,5.95,-8.85,17.86,2.08,0.00,-2.94,7.84,0.80
46544,-11.72,0.00,14.47,14.00,145,2646,0.00,38.00,6.21,97,0.00,5.95,-8.85,17.86,2.06,0.00,-3.25,7.84,0.80
46786,-11.72,0.00,14.47,13.92,145,2638,0.00,38.00,6.19,97,0.00,5.95,-8.85,17.69,2.06,0.00,-3.25,7.84,0.80
47030,-12.50,0.00,14.59,13.92,145,2653,0.00,38.00,6.21,97,0.00,5.95,-8.85,17.77,2.06,0.00,-3.25,7.84,0.80
47274,-12.50,0.00,14.47,14.00,145,2670,0.00,38.50,6.27,97,0.00,5.95,-9.00,17.60,2.06,0.00,-3.25,7.84,0.80
47520,-12.50,0.00,14.47,14.00,145,2648,0.00,38.50,6.21,97,0.00,5.80,-9.00,17.86,2.06,0.00,-3.25,7.45,0.80
47763,-12.50,0.00,14.47,14.00,145,2688,0.00,38.00,6.27,97,0.00,5.80,-9.00,17.26,2.04,0.00,-3.25,7.45,0.78
48006,-12.50,0.00,14.47,14.00,145,2676,0.00,37.50,6.28,97,0.00,5.66,-9.14,16.91,2.04,0.00,-3.25,7.45,0.78
48250,-12.50,0.00,14.59,13.92,145,2668,0.00,36.50,5.69,97,0.00,5.51,-9.29,16.21,2.02,0.00,-3.25,7.06,0.78
48496,-12.50,0.00,14.59,13.92,145,2650,0.00,36.50,5.65,97,0.00,5.37,-9.43,15.78,2.00,0.00,-3.56,6.67,0.76
48739,-11.72,0.00,14.59,13.92,145,2638,0.00,35.50,5.63,97,0.00,5.37,-9.43,15.59,1.98,0.00,-3.56,6.67,0.76
48981,-12.50,0.00,14.47,14.00,145,2630,0.00,35.50,5.61,97,0.00,5.22,-9.58,15.23,1.98,0.00,-3.56,6.67,0.76
49228,-11.72,0.00,14.59,14.00,147,2661,0.00,35.50,5.68,97,0.00,5.22,-9.58,15.36,1.98,0.00,-3.56,6.67,0.76
49470,-11.72,0.00,14.59,14.00,147,2665,0.00,35.50,5.69,97,0.00,5.22,-9.58,15.36,1.98,0.00,-3.56,6.67,0.76
49713,-11.72,0.00,14.59,14.00,147,2656,0.00,35.50,5.68,97,0.00,5.22,-9.58,15.36,1.98,0.00,-3.56,6.67,0.76
49959,-11.72,0.00,14.59,14.00,147,2642,0.00,35.50,5.64,97,0.00,5.22,-9.58,15.41,1.98,0.00,-3.56,6.67,0.76
50202,-11.72,0.00,14.59,14.00,147,2641,0.00,36.00,5.63,97,0.00,5.22,-9.58,15.48,1.98,0.00,-3.56,6.67,0.76
50446,-10.94,0.00,14.59,14.00,147,2633,0.00,35.50,5.62,97,0.00,5.22,-9.58,15.36,1.98,0.00,-3.56,6.67,0.76
50691,-11.72,0.00,14.59,14.00,147,2616,0.00,35.50,5.58,97,0.00,5.22,-9.58,15.41,1.98,0.00,-3.56,6.67,0.76
50934,-11.72,0.00,14.47,13.92,147,2628,0.00,35.50,5.61,97,0.00,5.37,-9.58,15.47,1.98,0.00,-3.56,6.67,0.76
51178,-10.94,0.00,14.47,13.92,147,2614,0.00,35.50,5.58,95,0.00,5.37,-9.43,15.47,1.98,0.00,-3.56,6.67,0.76
51424,-11.72,0.00,14.59,13.92,147,2603,0.00,35.50,5.62,95,0.00,5.22,-9.58,15.42,1.98,0.00,-3.56,6.67,0.76
51667,-11.72,0.00,14.59,13.92,147,2585,0.00,35.50,5.51,95,0.00,5.37,-9.43,15.29,1.96,0.00,-3.56,6.67,0.76
51911,-10.16,0.00,14.81,14.00,147,2576,0.00,35.50,5.50,95,0.00,5.37,-9.43,15.11,1.98,0.00,-3.56,6.67,0.76
52156,-10.94,0.00,14.47,14.00,147,2598,0.00,35.50,5.54,95,0.00,5.37,-9.43,15.30,1.98,0.00,-3.25,6.67,0.76
52401,-10.16,0.00,14.59,14.00,147,2590,0.00,36.00,5.48,95,0.00,5.37,-9.43,15.36,1.98,0.00,-3.25,6.67,0.76
52645,-10.16,0.00,14.59,14.00,147,2594,0.00,36.00,5.53,95,0.00,5.37,-9.43,15.48,1.98,0.00,-3.25,6.67,0.76
52887,-10.94,0.00,14.59,14.00,147,2576,0.00,36.00,5.50,95,0.00,5.37,-9.43,15.42,1.98,0.00,-3.25,6.67,0.76
53131,-10.16,0.00,14.70,14.00,147,2571,0.00,36.00,5.45,95,0.00,5.37,-9.43,15.47,1.98,0.00,-3.25,6.67,0.76
53376,-10.16,0.00,14.59,14.00,147,2546,0.00,36.00,5.43,95,0.00,5.37,-9.43,15.48,1.98,0.00,-3.25,6.67,0.76
53622,-10.16,0.00,14.70,13.92,147,2585,0.00,36.00,5.51,95,0.00,5.37,-9.43,15.29,1.98,0.00,-3.25,6.67,0.76
53865,-10.16,0.00,14.59,13.92,147,2514,0.00,36.00,5.36,95,0.00,5.51,-9.29,15.41,1.98,0.00,-3.25,6.67,0.76
54108,-10.16,0.00,14.59,13.92,147,2582,0.00,36.00,5.47,95,0.00,5.37,-9.43,15.48,1.98,0.00,-3.25,6.67,0.76
54352,-10.94,0.00,14.36,14.00,149,2506,0.00,36.00,5.35,95,0.00,5.51,-9.29,15.42,1.98,0.00,-3.25,6.67,0.76
54594,-10.16,0.00,14.59,14.00,149,2503,0.00,36.50,5.87,95,0.00,5.51,-9.29,15.54,1.98,0.00,-3.25,6.67,0.76
54840,-10.94,0.00,14.70,14.00,149,2492,0.00,36.00,5.85,95,0.00,5.51,-9.29,15.59,1.98,0.00,-3.25,6.67,0.76
55083,-10.94,0.00,14.36,14.00,149,2488,0.00,36.50,5.85,95,0.00,5.66,-9.14,15.54,1.98,0.00,-3.25,6.67,0.76
55332,-10.16,0.00,14.70,13.92,149,2479,0.00,36.50,5.82,95,0.00,5.66,-9.00,15.84,2.00,0.00,-2.94,7.06,0.78
55577,-9.38,0.00,14.81,13.92,149,2448,0.00,37.50,5.74,95,0.00,5.95,-8.85,16.33,2.02,0.00,-2.94,7.45,0.78
55819,-9.38,0.00,14.47,13.92,149,2470,0.00,38.00,6.32,95,0.00,5.95,-8.85,16.99,2.04,0.00,-2.94,7.45,0.80
56064,-9.38,0.00,14.59,13.92,149,2441,0.00,37.50,6.25,95,0.00,6.24,-8.56,17.34,2.06,0.00,-2.63,7.84,0.80
56307,-9.38,0.00,14.59,13.92,149,2449,0.00,37.50,6.27,95,0.00,6.38,-8.42,17.69,2.06,0.00,-2.94,8.24,0.80
56552,-10.16,0.00,14.59,14.00,149,2438,0.00,37.50,6.24,95,0.00,6.53,-8.27,18.30,2.08,0.00,-2.63,8.24,0.82
56795,-10.16,0.00,14.36,14.00,149,2430,0.00,37.50,6.82,95,0.00,6.67,-8.13,19.26,2.10,0.00,-2.63,8.63,0.82
57039,-10.16,0.00,14.47,13.92,149,2448,0.00,37.00,6.79,95,0.00,6.82,-7.98,19.93,2.12,0.00,-2.63,9.02,0.84
57282,-10.16,0.00,14.59,13.92,149,2465,0.00,37.50,6.84,95,0.00,6.96,-7.84,20.26,2.14,0.00,-2.32,9.02,0.84
57526,-10.16,0.00,14.59,13.92,149,2474,0.00,37.50,6.86,95,0.00,7.11,-7.69,20.43,2.14,0.00,-2.63,9.41,0.84
57769,-10.16,0.00,14.47,13.92,149,2488,0.00,37.00,7.45,95,0.00,7.11,-7.69,21.01,2.16,0.00,-2.32,9.41,0.86
58012,-10.16,0.00,14.36,13.92,149,2493,0.00,37.00,7.45,95,0.00,7.11,-7.69,21.11,2.16,0.00,-2.32,9.41,0.86
58256,-10.16,0.00,14.59,13.92,149,2504,0.00,37.00,7.48,95,0.00,7.11,-7.69,21.53,2.16,0.00,-2.32,9.41,0.86
58500,-10.94,0.00,14.36,13.92,149,2529,0.00,37.00,7.56,95,0.00,7.25,-7.55,21.78,2.18,0.00,-2.32,9.80,0.86
58745,-10.94,0.00,14.59,13.92,149,2558,0.00,37.00,7.64,95,0.00,7.11,-7.69,21.45,2.18,0.00,-2.32,9.80,0.86
58988,-11.72,0.00,14.36,13.92,149,2542,0.00,37.50,7.59,95,0.00,7.11,-7.69,21.45,2.16,0.00,-2.32,9.80,0.86
59230,-11.72,0.00,14.59,13.92,149,2558,0.00,37.50,7.09,95,0.00,6.96,-7.84,20.61,2.14,0.00,-2.63,9.02,0.84
59475,-11.72,0.00,14.36,13.92,151,2577,0.00,38.00,6.53,95,0.00,6.67,-8.27,19.76,2.12,0.00,-2.94,8.63,0.82
59717,-13.28,0.00,14.24,14.00,151,2590,0.00,38.00,6.08,95,0.00,6.09,-8.71,17.34,2.04,0.00,-2.94,7.45,0.80
59960,-12.50,0.00,14.59,13.92,151,2594,0.00,37.50,6.09,95,0.00,5.95,-8.85,16.82,2.04,0.00,-3.25,7.45,0.78
60202,-13.28,0.00,14.59,13.92,151,2566,0.00,38.00,6.04,95,0.00,5.80,-9.00,16.82,2.04,0.00,-3.25,7.45,0.78
60445,-12.50,0.00,14.70,13.92,151,2568,0.00,38.00,6.03,95,0.00,5.80,-9.00,16.65,2.04,0.00,-3.25,7.45,0.78
60690,-11.72,0.00,14.81,13.92,151,2568,0.00,37.50,6.03,95,0.00,5.80,-9.00,16.65,2.02,0.00,-3.25,7.45,0.78
60932,-11.72,0.00,14.59,13.92,151,2559,0.00,38.00,6.00,95,0.00,5.80,-9.00,16.74,2.04,0.00,-3.25,7.45,0.78
61176,-11.72,0.00,14.59,13.92,151,2555,0.00,37.50,6.00,95,0.00,5.80,-9.00,16.65,2.04,0.00,-3.25,7.45,0.78
61420,-11.72,0.00,14.59,13.92,151,2534,0.00,37.50,5.95,95,0.00,5.80,-9.00,16.56,2.04,0.00,-3.25,7.45,0.78
61664,-11.72,0.00,14.59,13.92,151,2588,0.00,38.00,6.07,95,0.00,5.80,-9.00,16.65,2.02,0.00,-3.25,7.45,0.78
61907,-10.94,0.00,14.70,13.92,151,2551,0.00,37.50,5.97,95,0.00,5.80,-9.00,16.47,2.02,0.00,-3.25,7.45,0.78
62151,-10.94,0.00,14.70,13.92,151,2540,0.00,38.00,5.96,95,0.00,5.80,-9.00,16.82,2.04,0.00,-3.25,7.45,0.78
62395,-10.94,0.00,14.59,13.92,151,2536,0.00,37.50,5.95,95,0.00,5.80,-9.00,16.56,2.02,0.00,-3.25,7.45,0.78
62639,-10.94,0.00,14.47,13.92,151,2540,0.00,37.50,5.96,95,0.00,5.80,-9.00,16.65,2.02,0.00,-3.25,7.45,0.78
62882,-11.72,0.00,14.59,13.92,151,2537,0.00,37.50,6.03,95,0.00,5.80,-9.00,16.64,2.04,0.00,-3.25,7.45,0.78
63125,-11.72,0.00,14.59,13.92,151,2547,0.00,38.00,5.98,95,0.00,5.80,-8.85,16.82,2.04,0.00,-3.25,7.45,0.78
63371,-10.94,0.00,14.59,13.92,151,2545,0.00,37.50,5.97,95,0.00,5.95,-8.85,16.65,2.02,0.00,-3.25,7.45,0.78
63612,-10.94,0.00,14.59,13.92,151,2519,0.00,37.50,5.91,95,0.00,5.95,-8.85,16.56,2.04,0.00,-2.94,7.45,0.78
63857,-10.94,0.00,14.59,13.92,151,2510,0.00,37.50,5.89,95,0.00,5.95,-8.85,16.47,2.04,0.00,-3.25,7.45,0.78
64099,-10.16,0.00,14.70,14.00,151,2532,0.00,38.00,5.94,95,0.00,5.95,-8.85,16.56,2.02,0.00,-3.25,7.45,0.78
64343,-10.94,0.00,14.47,14.00,151,2507,0.00,38.00,5.88,95,0.00,5.95,-8.85,16.56,2.02,0.00,-3.25,7.45,0.78
64587,-10.94,0.00,14.59,14.00,151,2515,0.00,37.50,5.94,95,0.00,5.95,-8.85,16.82,2.02,0.00,-3.25,7.45,0.78
64829,-10.16,0.00,14.59,13.92,151,2512,0.00,37.50,5.90,95,0.00,5.95,-8.85,16.64,2.02,0.00,-3.25,7.45,0.78
65074,-10.16,0.00,14.59,13.92,153,2557,0.00,38.00,6.00,95,0.00,5.95,-8.85,16.91,2.04,0.00,-3.25,7.45,0.78
65317,-10.16,0.00,14.47,13.92,153,2558,0.00,37.50,5.93,95,0.00,5.95,-8.85,16.65,2.04,0.00,-3.25,7.45,0.78
65560,-10.94,0.00,14.47,13.92,153,2560,0.00,37.50,6.01,95,0.00,5.95,-8.85,16.82,2.04,0.00,-3.25,7.45,0.78
65802,-10.94,0.00,14.70,14.00,153,2554,0.00,38.00,5.99,95,0.00,5.95,-8.85,16.82,2.04,0.00,-3.25,7.45,0.78
66045,-10.94,0.00,14.36,14.00,153,2537,0.00,38.00,5.95,95,0.00,5.95,-8.85,16.91,2.04,0.00,-3.25,7.45,0.78
66288,-10.94,0.00,14.59,14.00,153,2565,0.00,38.00,6.01,95,0.00,5.80,-8.85,16.82,2.04,0.00,-3.25,7.45,0.78
66531,-10.94,0.00,14.59,14.00,153,2547,0.00,38.00,5.98,95,0.00,5.80,-8.85,16.65,2.04,0.00,-3.25,7.45,0.78
66776,-10.94,0.00,14.59,14.00,153,2566,0.00,38.00,6.02,95,0.00,5.80,-9.00,16.82,2.04,0.00,-3.25,7.45,0.78
67018,-10.16,0.00,14.59,14.00,153,2560,0.00,38.00,6.03,95,0.00,5.80,-9.00,17.00,2.04,0.00,-3.25,7.45,0.78
67262,-10.94,0.00,14.59,14.00,153,2569,0.00,37.00,6.03,95,0.00,5.80,-9.14,16.39,2.02,0.00,-3.25,7.06,0.78
67505,-10.94,0.00,14.59,13.92,153,2592,0.00,36.50,5.53,95,0.00,5.66,-9.14,15.96,2.00,0.00,-3.25,7.06,0.78
67747,-10.94,0.00,14.59,14.00,153,2574,0.00,36.00,5.49,95,0.00,5.51,-9.29,15.59,2.00,0.00,-3.25,6.67,0.76
67991,-10.94,0.00,14.59,13.92,153,2568,0.00,36.00,5.52,95,0.00,5.37,-9.43,15.48,1.98,0.00,-3.25,6.67,0.76
68234,-11.72,0.00,14.36,14.00,153,2551,0.00,35.50,5.44,95,0.00,5.37,-9.43,14.87,1.96,0.00,-3.25,6.27,0.74
68475,-10.94,0.00,14.47,14.00,153,2551,0.00,35.00,5.44,95,0.00,5.22,-9.58,14.62,1.94,0.00,-3.56,5.88,0.74
68719,-11.72,0.00,14.59,14.00,153,2547,0.00,34.50,5.46,95,0.00,5.08,-9.72,14.30,1.94,0.00,-3.56,5.88,0.74
68962,-11.72,0.00,14.47,14.00,153,2549,0.00,34.00,5.44,95,0.00,5.08,-9.72,14.23,1.92,0.00,-3.56,5.88,0.74
69207,-10.94,0.00,14.59,13.92,153,2568,0.00,34.00,4.93,95,0.00,5.08,-9.72,13.82,1.92,0.00,-3.56,5.88,0.74
69453,-10.94,0.00,14.59,14.00,153,2523,0.00,33.50,4.84,95,0.00,4.93,-9.87,13.60,1.92,0.00,-3.56,5.49,0.72
69697,-10.94,0.00,14.70,14.00,153,2506,0.00,33.00,4.87,95,0.00,4.93,-9.87,13.39,1.92,0.00,-3.56,5.49,0.72
69940,-10.16,0.00,14.59,14.00,153,2527,0.00,33.00,4.85,95,0.00,4.93,-9.87,13.19,1.90,0.00,-3.56,5.49,0.72
70183,-9.38,0.00,14.81,14.00,153,2512,0.00,33.00,4.82,95,0.00,4.93,-9.87,12.96,1.88,0.00,-3.56,5.49,0.72
70428,-9.38,0.00,14.81,14.00,153,2473,0.00,33.00,4.75,95,0.00,4.93,-9.87,13.04,1.90,0.00,-3.56,5.49,0.72
70672,-9.38,0.00,14.59,13.92,154,2522,0.00,32.50,4.80,95,0.00,4.93,-10.01,12.83,1.88,0.00,-3.56,5.10,0.72
70915,-8.59,0.00,14.81,14.00,154,2449,0.00,31.50,4.70,95,0.00,4.79,-10.01,12.63,1.88,0.00,-3.56,5.10,0.70
71163,-7.81,0.00,14.81,14.00,154,2468,0.00,32.00,4.74,95,0.00,4.79,-10.01,12.27,1.86,0.00,-3.56,5.10,0.70
71412,-7.81,0.00,14.47,14.00,154,2444,0.00,32.00,4.73,95,0.00,4.79,-10.01,12.27,1.86,0.00,-3.56,4.71,0.70
71654,-7.81,0.00,14.59,14.00,154,2460,0.00,31.50,4.67,95,0.00,4.79,-10.01,11.93,1.86,0.00,-3.56,4.71,0.70
71897,-7.03,0.00,14.81,13.92,154,2434,0.00,30.50,4.67,95,0.00,4.79,-10.01,11.82,1.84,0.00,-3.56,4.71,0.70
72140,-7.03,0.00,14.59,13.92,154,2432,0.00,30.50,4.67,95,0.00,4.79,-10.01,11.71,1.84,0.00,-3.56,4.71,0.70
72385,-6.25,0.00,14.59,13.92,154,2403,0.00,30.50,4.62,95,0.00,4.79,-10.01,11.51,1.84,0.00,-3.56,4.71,0.70
72628,-7.03,0.00,14.47,13.92,154,2418,0.00,30.50,4.64,95,0.00,4.64,-10.16,11.61,1.82,0.00,-3.56,4.71,0.70
72869,-7.03,0.00,14.47,14.00,154,2390,0.00,29.50,4.59,95,0.00,4.64,-10.16,11.33,1.82,0.00,-3.56,4.71,0.70
73113,-6.25,0.00,14.59,14.00,154,2370,0.00,29.00,4.05,95,0.00,4.64,-10.16,10.73,1.80,0.00,-3.56,4.71,0.70
73357,-5.47,0.00,14.81,14.00,154,2361,0.00,28.50,4.02,95,0.00,4.50,-10.30,10.44,1.78,0.00,-3.56,4.31,0.68
73599,-6.25,0.00,14.59,14.00,154,2341,0.00,27.50,4.00,95,0.00,4.50,-10.30,10.16,1.76,0.00,-3.56,4.31,0.68
73842,-6.25,0.00,14.47,14.00,154,2336,0.00,27.50,3.99,95,0.00,4.50,-10.30,9.88,1.76,0.00,-3.56,4.31,0.68
74087,-5.47,0.00,14.59,14.00,154,2309,0.00,27.50,3.92,95,0.00,4.50,-10.30,9.94,1.76,0.00,-3.25,4.31,0.68
74329,-6.25,0.00,14.47,14.00,154,2282,0.00,27.00,3.89,95,0.00,4.50,-10.16,9.94,1.76,0.00,-3.25,4.31,0.68
74571,-7.03,0.00,14.59,13.92,154,2281,0.00,27.50,3.89,95,0.00,4.64,-10.16,9.81,1.76,0.00,-3.25,4.31,0.68
74816,-6.25,0.00,14.59,13.92,154,2250,0.00,27.00,3.84,95,0.00,4.64,-10.16,9.87,1.76,0.00,-3.25,4.31,0.68
75059,0.00,0.00,14.93,14.00,154,2082,0.00,19.00,0.00,95,0.00,3.92,-10.88,6.38,1.54,0.00,-2.94,0.00,0.54
75304,0.00,0.00,21.36,14.00,154,1732,0.00,14.50,0.00,95,0.00,4.06,-10.59,6.56,1.56,0.00,-2.32,0.00,0.54
75549,0.00,0.00,25.38,14.00,154,1281,0.00,21.50,2.73,95,0.00,4.79,-10.01,6.63,1.56,0.00,-1.39,0.00,0.54
75792,0.00,0.00,24.00,14.00,154,1291,0.00,14.50,2.43,95,0.00,5.37,-9.43,6.31,1.54,0.00,-1.39,0.00,0.54
76036,0.00,0.00,15.16,14.00,156,1302,0.00,14.00,2.50,95,0.00,5.08,-9.72,6.13,1.52,0.00,-1.39,0.00,0.54
76280,-0.78,0.00,14.59,14.00,156,1271,0.00,17.50,2.44,95,0.00,4.93,-10.01,5.43,1.48,0.00,-1.39,0.00,0.54
76521,-0.78,0.00,14.59,14.00,156,1242,0.00,17.50,2.12,95,0.00,4.79,-10.01,5.21,1.46,0.00,-1.39,0.00,0.54
76765,-0.78,0.00,14.81,14.00,156,1218,0.00,19.00,2.08,95,0.00,4.64,-10.16,4.86,1.44,0.00,-1.39,0.00,0.54
77008,-0.78,0.00,14.81,14.00,156,1197,0.00,20.00,2.04,95,0.00,4.64,-10.30,4.71,1.42,0.00,-1.08,0.00,0.54
77252,-0.78,0.00,14.70,13.92,156,1162,0.00,20.00,1.98,95,0.00,4.64,-10.16,4.53,1.40,0.00,-1.08,0.00,0.54
77496,-1.56,0.00,14.47,13.92,156,1094,0.00,21.00,1.89,95,0.00,4.64,-10.16,4.35,1.38,0.00,-1.08,0.00,0.54
77737,-2.34,0.00,14.01,13.92,156,1028,0.00,21.00,1.75,95,0.00,4.79,-10.01,4.42,1.44,0.00,-1.08,0.00,0.54
77979,-2.34,0.00,14.13,13.92,156,1023,0.00,19.00,2.40,95,0.00,5.66,-9.00,6.35,1.54,0.00,-1.08,0.00,0.54
78222,-6.25,0.00,12.52,13.92,156,1071,0.00,16.50,2.28,95,0.00,5.95,-8.85,6.16,1.52,0.00,-1.08,0.00,0.54
78465,-6.25,0.00,13.21,13.92,156,1035,0.00,18.50,2.44,95,0.00,6.09,-8.56,6.24,1.54,0.00,-1.08,0.00,0.54
78709,-4.69,0.00,14.36,13.92,156,1032,0.00,17.50,2.42,95,0.00,6.24,-8.56,6.09,1.52,0.00,-1.08,0.00,0.54
78953,-4.69,0.00,14.24,14.00,156,1029,0.00,16.50,2.42,95,0.00,6.24,-8.56,5.98,1.52,0.00,-1.08,0.00,0.54
79196,-4.69,0.00,14.59,13.92,156,1013,0.00,17.50,2.17,95,0.00,6.24,-8.56,5.91,1.50,0.00,-1.08,0.00,0.54
79440,-4.69,0.00,14.81,13.92,156,990,0.00,19.00,2.32,95,0.00,6.24,-8.56,5.83,1.52,0.00,-1.08,0.00,0.54
79685,-4.69,0.00,14.47,13.92,156,1003,0.00,15.50,2.35,95,0.00,6.38,-8.56,6.02,1.50,0.00,-1.08,0.00,0.54
79926,-5.47,0.00,14.36,13.92,156,976,0.00,17.50,2.29,95,0.00,6.24,-8.56,5.76,1.50,0.00,-1.08,0.00,0.54
80170,-5.47,0.00,14.47,14.00,156,987,0.00,15.50,2.28,95,0.00,6.38,-8.42,6.05,1.50,0.00,-1.08,0.00,0.54
80414,-6.25,0.00,14.13,13.92,156,967,0.00,17.00,2.06,95,0.00,6.24,-8.56,5.44,1.48,0.00,-1.08,0.00,0.54
80656,-6.25,0.00,14.47,14.00,156,965,0.00,16.00,2.26,95,0.00,6.38,-8.42,5.87,1.50,0.00,-1.08,0.00,0.54
80901,-7.03,0.00,13.90,13.92,156,957,0.00,16.00,2.07,95,0.00,6.24,-8.56,5.54,1.50,0.00,-1.08,0.00,0.54
81143,-7.03,0.00,14.36,14.00,156,947,0.00,15.50,2.22,95,0.00,6.53,-8.27,6.05,1.52,0.00,-1.08,0.00,0.54
81391,-7.03,0.00,14.24,13.92,156,976,0.00,13.00,2.50,95,0.00,6.53,-8.27,6.27,1.54,0.00,-1.08,0.00,0.54
81632,-7.03,0.00,14.36,13.92,156,1002,0.00,13.00,2.57,95,0.00,6.67,-8.13,7.03,1.62,0.00,-1.08,1.18,0.60
81875,-6.25,0.00,14.93,13.92,156,1157,0.00,20.00,3.04,95,0.00,7.40,-7.11,8.80,1.80,0.00,-1.08,4.71,0.70
82120,-8.59,0.00,14.36,13.92,156,1426,0.00,28.50,4.56,95,0.00,8.56,-6.24,12.83,1.90,0.00,-1.70,5.88,0.74
82361,-3.12,0.00,15.62,13.92,158,1593,0.00,30.50,5.10,95,0.00,8.42,-6.38,14.69,1.96,0.00,-1.70,6.67,0.76
82604,-6.25,0.00,14.81,13.92,158,1444,0.00,27.00,5.17,95,0.00,8.56,-6.09,15.06,1.96,0.00,-1.39,6.67,0.76
82849,-11.72,0.00,13.44,13.92,158,1289,0.00,21.50,5.22,95,0.00,9.43,-5.22,14.99,1.96,0.00,-1.39,6.67,0.76
83091,-13.28,0.00,13.90,14.00,158,1108,0.00,14.00,4.97,95,0.00,10.45,-4.06,14.81,1.96,0.00,-1.08,6.67,0.78
83334,-17.19,0.00,13.32,14.00,158,968,0.00,11.50,3.92,95,0.00,12.04,-2.76,13.54,1.90,0.00,-1.08,7.06,0.78
83578,-11.72,0.00,14.81,14.00,158,1080,0.00,17.00,4.28,95,0.00,11.61,-3.05,13.82,1.92,0.00,-1.08,7.45,0.78
83822,-6.25,0.00,16.19,13.92,158,1231,0.00,20.00,4.99,95,0.00,11.17,-3.63,14.81,1.96,0.00,-1.08,7.45,0.78
84066,-10.16,0.00,15.39,13.92,158,1376,0.00,24.50,5.58,95,0.00,10.74,-4.06,15.72,2.00,0.00,-1.39,7.45,0.80
84310,-7.81,0.00,15.16,13.92,158,1516,0.00,28.00,5.82,95,0.00,10.16,-4.64,16.41,2.02,0.00,-1.39,7.84,0.80
84551,-8.59,0.00,14.70,13.92,158,1592,0.00,29.50,5.77,95,0.00,9.87,-5.08,16.91,2.04,0.00,-1.39,7.84,0.80
84794,-7.81,0.00,14.70,13.92,158,1705,0.00,31.50,5.82,95,0.00,9.29,-5.80,17.35,2.06,0.00,-1.70,7.84,0.80
85037,-7.81,0.00,14.81,13.92,158,1813,0.00,32.50,6.19,95,0.00,8.71,-6.09,17.96,2.06,0.00,-1.70,8.24,0.82
85282,-9.38,0.00,14.47,13.92,158,1886,0.00,33.00,6.39,95,0.00,8.56,-6.24,18.39,2.08,0.00,-1.70,8.24,0.82
85526,-9.38,0.00,14.36,13.92,158,1944,0.00,34.00,6.64,95,0.00,8.56,-6.24,19.09,2.10,0.00,-2.01,8.63,0.82
85772,-9.38,0.00,14.47,14.00,158,2009,0.00,35.00,6.86,95,0.00,8.71,-6.09,20.26,2.14,0.00,-1.70,9.41,0.84
86014,-10.16,0.00,14.47,13.92,158,2110,0.00,35.00,7.20,95,0.00,8.85,-5.95,21.44,2.16,0.00,-1.70,9.80,0.86
86258,-10.94,0.00,14.36,13.92,158,2204,0.00,35.50,7.99,95,0.00,9.14,-5.66,23.39,2.22,0.00,-1.70,10.98,0.90
86500,-10.16,0.00,14.59,13.92,158,2306,0.00,36.50,7.87,95,0.00,9.00,-5.80,24.05,2.22,0.00,-1.70,10.98,0.90
86743,-10.94,0.00,14.47,13.92,158,2408,0.00,36.50,8.22,95,0.00,8.85,-5.95,24.82,2.26,0.00,-1.70,11.37,0.92
