Time (msec),Volumetric Efficiency 2.5L (Calculated) (%),Throttle Opening Angle (%),Primary Wastegate Duty Cycle (%),Mass Airflow Sensor Voltage (V),Mass Airflow (g/s),Manifold Relative Pressure (psi),Manifold Absolute Pressure (psi),Knock Correction Advance (degrees),Intake Air Temperature (F),Injector Duty Cycle (%),Ignition Total Timing (degrees),Feedback Knock Correction (4-byte)* (degrees),Engine Speed (rpm),Engine Load (Calculated) (g/rev),Coolant Temperature (F),Battery Voltage (V),A/F Sensor #1 (AFR),A/F Learning #1 (%),A/F Correction #1 (%)
175325,33.25,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,86,1.52,17.00,0.00,890,0.21,198,13.68,14.70,14.84,14.84
175643,33.11,2.35,0.00,1.22,3.06,-8.27,6.38,0.00,86,1.54,17.00,0.00,906,0.20,198,13.76,14.70,14.84,14.84
175963,32.00,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,86,1.55,16.50,0.00,926,0.21,198,13.76,14.70,14.84,15.62
176281,32.69,2.35,0.00,1.20,3.10,-8.27,6.38,0.00,86,1.55,16.00,0.00,910,0.20,198,13.84,14.70,14.84,14.84
176600,31.86,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,86,1.58,16.50,0.00,925,0.20,198,13.76,14.70,14.84,14.84
176918,32.39,2.35,0.00,1.22,3.12,-8.27,6.38,0.00,86,1.58,15.50,0.00,912,0.21,198,13.68,14.59,14.84,14.84
177237,30.95,2.35,0.00,1.20,2.99,-8.27,6.38,0.00,86,1.59,17.00,0.00,918,0.20,198,13.68,14.59,14.84,14.84
177556,31.80,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,86,1.54,17.00,0.00,903,0.21,198,13.76,14.59,14.84,14.84
177875,32.85,2.35,0.00,1.20,3.01,-8.27,6.38,0.00,86,1.56,17.00,0.00,914,0.20,198,13.68,14.70,14.84,14.84
178193,32.68,2.35,0.00,1.24,3.15,-8.27,6.38,0.00,86,1.54,17.00,0.00,924,0.21,198,13.68,14.59,14.84,14.84
178512,32.77,2.35,0.00,1.20,3.10,-8.27,6.38,0.00,86,1.56,16.50,0.00,912,0.20,198,13.68,14.70,14.84,14.84
178831,31.79,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,86,1.54,17.00,0.00,904,0.21,198,13.76,14.59,14.84,14.84
179149,34.07,2.35,0.00,1.22,3.26,-8.27,6.38,0.00,86,1.54,17.00,0.00,892,0.21,198,13.76,14.59,14.84,14.84
179468,31.92,2.35,0.00,1.20,3.06,-8.27,6.38,0.00,86,1.55,17.00,0.00,910,0.21,198,13.68,14.59,14.84,14.06
179786,31.48,2.35,0.00,1.24,3.19,-8.27,6.38,0.00,86,1.55,16.50,0.00,908,0.21,198,13.76,14.70,14.84,14.84
180105,32.49,2.35,0.00,1.20,3.06,-8.27,6.38,0.00,86,1.56,17.00,0.00,920,0.20,198,13.68,14.70,14.84,14.84
180424,32.09,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,86,1.54,16.50,0.00,922,0.21,198,13.68,14.59,14.84,14.06
180743,33.56,2.35,0.00,1.22,3.12,-8.27,6.38,0.00,86,1.56,16.00,0.00,914,0.21,198,13.76,14.59,14.84,14.06
181063,31.20,2.35,0.00,1.22,3.04,-8.27,6.38,0.00,86,1.56,16.50,0.00,909,0.20,198,13.68,14.59,14.84,14.06
181380,32.77,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,86,1.55,16.50,0.00,898,0.21,198,13.52,14.70,14.84,14.06
181699,33.34,2.35,0.00,1.20,3.08,-8.27,6.38,0.00,86,1.54,18.50,0.00,900,0.21,198,13.84,14.70,14.84,14.06
182017,31.76,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,86,1.53,16.50,0.00,923,0.21,198,13.76,14.70,14.84,14.06
182336,32.40,2.35,0.00,1.20,3.08,-8.27,6.38,0.00,86,1.56,16.00,0.00,917,0.20,198,13.68,14.59,14.84,14.06
182655,31.79,2.35,0.00,1.22,3.10,-8.27,6.38,0.00,86,1.57,16.50,0.00,923,0.20,198,13.76,14.59,14.84,14.06
182973,33.27,2.35,0.00,1.22,3.12,-8.27,6.38,0.00,86,1.54,16.50,0.00,894,0.21,198,13.76,14.59,14.84,14.06
183292,32.00,2.35,0.00,1.20,3.06,-8.27,6.38,0.00,86,1.55,17.00,0.00,908,0.20,198,13.68,14.70,14.84,14.06
183610,31.75,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,86,1.53,16.50,0.00,899,0.21,198,13.68,14.70,14.84,14.06
183929,33.44,2.35,0.00,1.20,3.06,-8.27,6.38,0.00,86,1.55,17.00,0.00,910,0.20,198,13.68,14.59,14.84,13.28
184248,32.17,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,86,1.56,16.50,0.00,914,0.21,198,13.68,14.59,14.84,13.28
184568,33.40,2.35,0.00,1.22,3.17,-8.27,6.38,0.00,86,1.58,15.50,0.00,926,0.21,198,13.76,14.59,14.84,13.28
184885,31.00,2.35,0.00,1.22,3.08,-8.27,6.38,0.00,86,1.59,16.00,0.00,921,0.20,198,13.76,14.70,14.84,13.28
185205,33.04,2.35,0.00,1.22,3.19,-8.27,6.38,0.00,86,1.54,16.50,0.00,896,0.21,198,13.68,14.59,14.84,13.28
185523,31.33,2.35,0.00,1.20,2.99,-8.27,6.38,0.00,86,1.54,17.00,0.00,904,0.20,198,13.76,14.70,14.84,13.28
185843,32.95,2.35,0.00,1.24,3.24,-8.27,6.38,0.00,86,1.52,17.00,0.00,908,0.21,198,13.68,14.70,14.84,13.28
186161,32.64,2.35,0.00,1.20,3.08,-8.27,6.38,0.00,86,1.54,16.00,0.00,904,0.20,198,13.68,14.70,14.84,13.28
186480,31.89,2.35,0.00,1.22,3.04,-8.13,6.38,0.00,86,1.55,17.00,0.00,897,0.20,198,13.76,14.70,14.84,13.28
